Ca-43(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
   1156.940,   1.048e+00, Ca-43(n.g), (n.g)
   1126.120,   5.607e-01, Ca-43(n.g), (n.g)
   1074.140,   1.119e-01, Ca-43(n.g), (n.g)
   1883.600,   9.167e-02, Ca-43(n.g), (n.g)
    761.230,   7.738e-02, Ca-43(n.g), (n.g)
   1001.900,   7.619e-02, Ca-43(n.g), (n.g)
   5900.820,   7.500e-02, Ca-43(n.g), (n.g)
   2150.650,   6.905e-02, Ca-43(n.g), (n.g)
   1887.330,   6.190e-02, Ca-43(n.g), (n.g)
   1499.330,   5.952e-02, Ca-43(n.g), (n.g)
    404.280,   4.881e-02, Ca-43(n.g), (n.g)
   2947.100,   4.286e-02, Ca-43(n.g), (n.g)
   5397.900,   4.048e-02, Ca-43(n.g), (n.g)
   6125.420,   4.048e-02, Ca-43(n.g), (n.g)
   6001.010,   3.690e-02, Ca-43(n.g), (n.g)
   7773.570,   3.333e-02, Ca-43(n.g), (n.g)
   1873.020,   3.095e-02, Ca-43(n.g), (n.g)
   5355.450,   3.095e-02, Ca-43(n.g), (n.g)
    628.720,   2.619e-02, Ca-43(n.g), (n.g)
    869.390,   2.619e-02, Ca-43(n.g), (n.g)
   2722.490,   2.619e-02, Ca-43(n.g), (n.g)
   6480.000,   2.500e-02, Ca-43(n.g), (n.g)
   6546.960,   2.500e-02, Ca-43(n.g), (n.g)
   2718.300,   2.262e-02, Ca-43(n.g), (n.g)
   1024.560,   2.143e-02, Ca-43(n.g), (n.g)
   1428.840,   2.143e-02, Ca-43(n.g), (n.g)
   2846.910,   2.143e-02, Ca-43(n.g), (n.g)
   3038.700,   2.143e-02, Ca-43(n.g), (n.g)
   3426.970,   2.143e-02, Ca-43(n.g), (n.g)
    651.080,   2.024e-02, Ca-43(n.g), (n.g)
   4458.300,   2.024e-02, Ca-43(n.g), (n.g)
   2144.700,   1.905e-02, Ca-43(n.g), (n.g)
   2519.220,   1.905e-02, Ca-43(n.g), (n.g)
   3450.050,   1.905e-02, Ca-43(n.g), (n.g)
    637.590,   1.786e-02, Ca-43(n.g), (n.g)
   1648.400,   1.786e-02, Ca-43(n.g), (n.g)
   2200.220,   1.786e-02, Ca-43(n.g), (n.g)
   3972.950,   1.786e-02, Ca-43(n.g), (n.g)
   7208.310,   1.667e-02, Ca-43(n.g), (n.g)
    807.010,   1.548e-02, Ca-43(n.g), (n.g)
    878.260,   1.548e-02, Ca-43(n.g), (n.g)
   2619.200,   1.548e-02, Ca-43(n.g), (n.g)
   5264.500,   1.286e-02, Ca-43(n.g), (n.g)
   6034.300,   1.274e-02, Ca-43(n.g), (n.g)
   5841.900,   1.262e-02, Ca-43(n.g), (n.g)
   3006.000,   1.226e-02, Ca-43(n.g), (n.g)
   4985.100,   1.214e-02, Ca-43(n.g), (n.g)
   3492.500,   1.179e-02, Ca-43(n.g), (n.g)
   5830.700,   1.083e-02, Ca-43(n.g), (n.g)
   5582.300,   1.071e-02, Ca-43(n.g), (n.g)
   4919.900,   9.762e-03, Ca-43(n.g), (n.g)
   6935.200,   9.524e-03, Ca-43(n.g), (n.g)
   2088.900,   9.405e-03, Ca-43(n.g), (n.g)
   5756.400,   9.167e-03, Ca-43(n.g), (n.g)
   6226.600,   9.048e-03, Ca-43(n.g), (n.g)
   3747.300,   8.810e-03, Ca-43(n.g), (n.g)
   2300.910,   8.571e-03, Ca-43(n.g), (n.g)
   1539.710,   8.333e-03, Ca-43(n.g), (n.g)
   2656.230,   8.333e-03, Ca-43(n.g), (n.g)
   1994.600,   8.214e-03, Ca-43(n.g), (n.g)
   3532.800,   8.095e-03, Ca-43(n.g), (n.g)
   6772.720,   8.095e-03, Ca-43(n.g), (n.g)
   7418.930,   7.976e-03, Ca-43(n.g), (n.g)
   1639.480,   7.857e-03, Ca-43(n.g), (n.g)
   4217.600,   7.500e-03, Ca-43(n.g), (n.g)
   1808.890,   7.381e-03, Ca-43(n.g), (n.g)
   8086.420,   7.262e-03, Ca-43(n.g), (n.g)
   3301.600,   7.143e-03, Ca-43(n.g), (n.g)
   3862.900,   7.143e-03, Ca-43(n.g), (n.g)
   1772.820,   7.024e-03, Ca-43(n.g), (n.g)
   3583.400,   7.024e-03, Ca-43(n.g), (n.g)
   3322.700,   6.786e-03, Ca-43(n.g), (n.g)
   1050.590,   6.667e-03, Ca-43(n.g), (n.g)
   1183.100,   6.667e-03, Ca-43(n.g), (n.g)
   6329.900,   6.429e-03, Ca-43(n.g), (n.g)
   7829.100,   6.429e-03, Ca-43(n.g), (n.g)
   2054.100,   6.190e-03, Ca-43(n.g), (n.g)
   3242.100,   6.071e-03, Ca-43(n.g), (n.g)
   3644.000,   6.071e-03, Ca-43(n.g), (n.g)
   6566.210,   6.071e-03, Ca-43(n.g), (n.g)
   3265.600,   5.833e-03, Ca-43(n.g), (n.g)
