Cr-54(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
   6245.890,   6.588e-01, Cr-54(n.g), (n.g)
    241.870,   2.706e-01, Cr-54(n.g), (n.g)
   1703.200,   2.000e-01, Cr-54(n.g), (n.g)
   6004.050,   1.729e-01, Cr-54(n.g), (n.g)
   4771.870,   1.647e-01, Cr-54(n.g), (n.g)
    565.890,   1.447e-01, Cr-54(n.g), (n.g)
    908.280,   9.647e-02, Cr-54(n.g), (n.g)
   1474.160,   8.588e-02, Cr-54(n.g), (n.g)
   3351.640,   3.294e-02, Cr-54(n.g), (n.g)
   5680.060,   2.588e-02, Cr-54(n.g), (n.g)
    324.030,   1.882e-02, Cr-54(n.g), (n.g)
   2894.440,   1.765e-02, Cr-54(n.g), (n.g)
   3559.180,   1.765e-02, Cr-54(n.g), (n.g)
   2686.900,   1.106e-02, Cr-54(n.g), (n.g)
   1232.300,   1.082e-02, Cr-54(n.g), (n.g)
   2652.590,   1.012e-02, Cr-54(n.g), (n.g)
    517.700,   8.588e-03, Cr-54(n.g), (n.g)
   2202.000,   8.471e-03, Cr-54(n.g), (n.g)
    880.700,   8.000e-03, Cr-54(n.g), (n.g)
   2328.570,   6.353e-03, Cr-54(n.g), (n.g)
   4162.280,   5.647e-03, Cr-54(n.g), (n.g)
   2083.790,   4.353e-03, Cr-54(n.g), (n.g)
   3977.000,   4.235e-03, Cr-54(n.g), (n.g)
   2121.030,   3.765e-03, Cr-54(n.g), (n.g)
   2445.050,   3.765e-03, Cr-54(n.g), (n.g)
   4044.070,   3.765e-03, Cr-54(n.g), (n.g)
   1841.930,   2.588e-03, Cr-54(n.g), (n.g)
   2269.100,   2.235e-03, Cr-54(n.g), (n.g)
   3478.210,   1.106e-03, Cr-54(n.g), (n.g)
    363.050,   5.882e-04, Cr-54(n.g), (n.g)
    314.810,   4.706e-04, Cr-54(n.g), (n.g)
