Cr-53(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    834.849,   7.977e-01, Cr-53(n.g), (n.g)
   8884.360,   4.509e-01, Cr-53(n.g), (n.g)
   9719.060,   1.503e-01, Cr-53(n.g), (n.g)
   2239.040,   1.075e-01, Cr-53(n.g), (n.g)
   6645.610,   1.058e-01, Cr-53(n.g), (n.g)
   1784.700,   1.017e-01, Cr-53(n.g), (n.g)
   7099.910,   8.439e-02, Cr-53(n.g), (n.g)
   5999.800,   4.913e-02, Cr-53(n.g), (n.g)
   3719.700,   3.902e-02, Cr-53(n.g), (n.g)
   1994.520,   3.150e-02, Cr-53(n.g), (n.g)
   5268.150,   2.688e-02, Cr-53(n.g), (n.g)
   6890.110,   2.428e-02, Cr-53(n.g), (n.g)
   2601.790,   2.335e-02, Cr-53(n.g), (n.g)
   6282.900,   2.081e-02, Cr-53(n.g), (n.g)
   4847.560,   2.000e-02, Cr-53(n.g), (n.g)
   5858.720,   1.538e-02, Cr-53(n.g), (n.g)
   5706.940,   1.387e-02, Cr-53(n.g), (n.g)
   3177.780,   1.353e-02, Cr-53(n.g), (n.g)
   6326.490,   1.225e-02, Cr-53(n.g), (n.g)
   2558.190,   1.139e-02, Cr-53(n.g), (n.g)
   4871.960,   1.040e-02, Cr-53(n.g), (n.g)
   1241.330,   8.092e-03, Cr-53(n.g), (n.g)
    989.074,   8.035e-03, Cr-53(n.g), (n.g)
   5792.030,   6.705e-03, Cr-53(n.g), (n.g)
   1100.240,   6.474e-03, Cr-53(n.g), (n.g)
   3392.990,   6.301e-03, Cr-53(n.g), (n.g)
   3025.990,   6.243e-03, Cr-53(n.g), (n.g)
   4425.540,   6.012e-03, Cr-53(n.g), (n.g)
   3927.480,   5.665e-03, Cr-53(n.g), (n.g)
   4133.120,   5.145e-03, Cr-53(n.g), (n.g)
   4451.370,   4.509e-03, Cr-53(n.g), (n.g)
    890.412,   4.335e-03, Cr-53(n.g), (n.g)
   2619.520,   4.277e-03, Cr-53(n.g), (n.g)
   3863.580,   3.931e-03, Cr-53(n.g), (n.g)
   4459.210,   3.931e-03, Cr-53(n.g), (n.g)
   3545.560,   3.410e-03, Cr-53(n.g), (n.g)
   5480.800,   3.064e-03, Cr-53(n.g), (n.g)
   5339.180,   3.006e-03, Cr-53(n.g), (n.g)
   5086.370,   2.775e-03, Cr-53(n.g), (n.g)
   3090.500,   2.659e-03, Cr-53(n.g), (n.g)
   4530.300,   2.659e-03, Cr-53(n.g), (n.g)
   1798.220,   2.486e-03, Cr-53(n.g), (n.g)
   5463.300,   2.428e-03, Cr-53(n.g), (n.g)
   1435.470,   2.370e-03, Cr-53(n.g), (n.g)
   1803.920,   2.370e-03, Cr-53(n.g), (n.g)
   2259.150,   2.254e-03, Cr-53(n.g), (n.g)
   3898.500,   2.197e-03, Cr-53(n.g), (n.g)
   4433.380,   2.081e-03, Cr-53(n.g), (n.g)
   1974.200,   1.965e-03, Cr-53(n.g), (n.g)
   2674.610,   1.965e-03, Cr-53(n.g), (n.g)
    817.120,   1.908e-03, Cr-53(n.g), (n.g)
   3576.130,   1.792e-03, Cr-53(n.g), (n.g)
    745.100,   1.734e-03, Cr-53(n.g), (n.g)
   2393.690,   1.734e-03, Cr-53(n.g), (n.g)
   4751.630,   1.734e-03, Cr-53(n.g), (n.g)
   5794.220,   1.734e-03, Cr-53(n.g), (n.g)
   2967.040,   1.618e-03, Cr-53(n.g), (n.g)
   5021.170,   1.618e-03, Cr-53(n.g), (n.g)
   3403.580,   1.561e-03, Cr-53(n.g), (n.g)
   2101.460,   1.387e-03, Cr-53(n.g), (n.g)
   4391.160,   1.387e-03, Cr-53(n.g), (n.g)
   5189.230,   1.387e-03, Cr-53(n.g), (n.g)
   5502.010,   1.387e-03, Cr-53(n.g), (n.g)
   3292.130,   1.329e-03, Cr-53(n.g), (n.g)
   4493.590,   1.329e-03, Cr-53(n.g), (n.g)
   5636.540,   1.329e-03, Cr-53(n.g), (n.g)
   1340.770,   1.156e-03, Cr-53(n.g), (n.g)
   3073.850,   1.156e-03, Cr-53(n.g), (n.g)
   3382.720,   1.156e-03, Cr-53(n.g), (n.g)
   2101.460,   1.040e-03, Cr-53(n.g), (n.g)
   1619.300,   9.827e-04, Cr-53(n.g), (n.g)
   2464.790,   9.249e-04, Cr-53(n.g), (n.g)
    845.670,   8.671e-04, Cr-53(n.g), (n.g)
    849.470,   8.092e-04, Cr-53(n.g), (n.g)
   1463.530,   6.936e-04, Cr-53(n.g), (n.g)
   1506.970,   6.936e-04, Cr-53(n.g), (n.g)
   2233.120,   6.936e-04, Cr-53(n.g), (n.g)
   1503.550,   6.358e-04, Cr-53(n.g), (n.g)
   1507.490,   6.358e-04, Cr-53(n.g), (n.g)
   1335.250,   6.185e-04, Cr-53(n.g), (n.g)
    946.740,   5.202e-04, Cr-53(n.g), (n.g)
   2750.560,   5.202e-04, Cr-53(n.g), (n.g)
    205.610,   5.145e-04, Cr-53(n.g), (n.g)
   1460.110,   4.046e-04, Cr-53(n.g), (n.g)
   2066.960,   4.046e-04, Cr-53(n.g), (n.g)
   4009.900,   4.046e-04, Cr-53(n.g), (n.g)
    944.550,   3.064e-04, Cr-53(n.g), (n.g)
   1598.080,   2.890e-04, Cr-53(n.g), (n.g)
   1831.690,   2.890e-04, Cr-53(n.g), (n.g)
   1106.350,   2.081e-04, Cr-53(n.g), (n.g)
