Cl-35(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
   1219.300, Most Likely,Cl-35(n.n'g), (n.n'g)
   1763.130, Most Likely,Cl-35(n.n'g), (n.n'g)
   2645.700, Most Likely,Cl-35(n.n'g), (n.n'g)
    882.840,          NA,Cl-35(n.n'g), (n.n'g)
    930.900,          NA,Cl-35(n.n'g), (n.n'g)
   2693.600,          NA,Cl-35(n.n'g), Dopp.Brd?
   3002.400,          NA,Cl-35(n.n'g), Dopp.Brd?
   3162.500,          NA,Cl-35(n.n'g), (n.n'g)
