Zr-91(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
   1466.300,   1.000e+00,Zr-91(n.n'g), (n.n'g)
   1882.180,   5.500e-01,Zr-91(n.n'g), (n.n'g)
   1204.800,   5.000e-01,Zr-91(n.n'g), (n.n'g)
   2131.540,   4.600e-01,Zr-91(n.n'g), (n.n'g)
   2170.040,   4.300e-01,Zr-91(n.n'g), (n.n'g)
   2200.500,   2.300e-01,Zr-91(n.n'g), (n.n'g)
   2042.330,   2.000e-01,Zr-91(n.n'g), Dopp.Brd?
   2189.000,   1.200e-01,Zr-91(n.n'g), (n.n'g)
   2366.530,   1.200e-01,Zr-91(n.n'g), (n.n'g)
    782.700,   5.400e-02,Zr-91(n.n'g), (n.n'g)
   2693.700,   4.500e-02,Zr-91(n.n'g), (n.n'g)
   2534.800,   4.400e-02,Zr-91(n.n'g), (n.n'g)
   2810.900,   4.300e-02,Zr-91(n.n'g), (n.n'g)
   2577.900,   4.000e-02,Zr-91(n.n'g), (n.n'g)
    652.490,   3.400e-02,Zr-91(n.n'g), (n.n'g)
   2640.100,   3.200e-02,Zr-91(n.n'g), (n.n'g)
   2928.300,   3.000e-02,Zr-91(n.n'g), (n.n'g)
   2775.200,   2.800e-02,Zr-91(n.n'g), (n.n'g)
    659.970,   2.700e-02,Zr-91(n.n'g), (n.n'g)
   1151.600,   2.500e-02,Zr-91(n.n'g), (n.n'g)
    732.400,   2.400e-02,Zr-91(n.n'g), (n.n'g)
   2557.800,   2.400e-02,Zr-91(n.n'g), (n.n'g)
   1068.000,   2.100e-02,Zr-91(n.n'g), (n.n'g)
   3107.800,   2.000e-02,Zr-91(n.n'g), (n.n'g)
    791.600,   1.900e-02,Zr-91(n.n'g), (n.n'g)
   3007.600,   1.900e-02,Zr-91(n.n'g), (n.n'g)
   1248.000,   1.800e-02,Zr-91(n.n'g), (n.n'g)
    443.800,   1.700e-02,Zr-91(n.n'g), (n.n'g)
   1369.200,   1.400e-02,Zr-91(n.n'g), (n.n'g)
   1810.100,   1.400e-02,Zr-91(n.n'g), (n.n'g)
   2871.000,   1.400e-02,Zr-91(n.n'g), (n.n'g)
   3083.300,   1.400e-02,Zr-91(n.n'g), Dopp.Brd?
   3331.000,   1.200e-02,Zr-91(n.n'g), (n.n'g)
    151.100,   1.100e-02,Zr-91(n.n'g), (n.n'g)
    712.600,   1.000e-02,Zr-91(n.n'g), (n.n'g)
   3234.700,   9.000e-03,Zr-91(n.n'g), (n.n'g)
    770.500,   8.000e-03,Zr-91(n.n'g), (n.n'g)
   2903.100,   8.000e-03,Zr-91(n.n'g), (n.n'g)
