W-186(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    145.790,   8.867e-02, W-186(n.g), (n.g)
   5261.680,   7.861e-02, W-186(n.g), (n.g)
   5320.720,   5.530e-02, W-186(n.g), (n.g)
    201.440,   2.916e-02, W-186(n.g), (n.g)
    273.100,   2.486e-02, W-186(n.g), (n.g)
    782.120,   2.011e-02, W-186(n.g), (n.g)
     59.030,   1.901e-02, W-186(n.g), (n.g)
    577.300,   1.746e-02, W-186(n.g), (n.g)
   4574.940,   1.389e-02, W-186(n.g), (n.g)
   4684.400,   1.371e-02, W-186(n.g), (n.g)
    204.830,   1.353e-02, W-186(n.g), (n.g)
    840.180,   1.307e-02, W-186(n.g), (n.g)
    891.590,   1.243e-02, W-186(n.g), (n.g)
     77.390,   1.225e-02, W-186(n.g), (n.g)
    127.430,   1.179e-02, W-186(n.g), (n.g)
    557.160,   1.143e-02, W-186(n.g), (n.g)
   4626.350,   1.133e-02, W-186(n.g), (n.g)
   4249.660,   1.051e-02, W-186(n.g), (n.g)
    225.860,   1.033e-02, W-186(n.g), (n.g)
    816.130,   9.506e-03, W-186(n.g), (n.g)
   3469.400,   9.415e-03, W-186(n.g), (n.g)
    831.650,   8.410e-03, W-186(n.g), (n.g)
    909.040,   8.410e-03, W-186(n.g), (n.g)
   3148.200,   7.861e-03, W-186(n.g), (n.g)
    657.540,   7.587e-03, W-186(n.g), (n.g)
    694.380,   6.673e-03, W-186(n.g), (n.g)
    788.790,   6.399e-03, W-186(n.g), (n.g)
   3739.050,   6.307e-03, W-186(n.g), (n.g)
    866.180,   6.216e-03, W-186(n.g), (n.g)
    611.300,   6.033e-03, W-186(n.g), (n.g)
   3534.560,   5.759e-03, W-186(n.g), (n.g)
   1082.340,   5.576e-03, W-186(n.g), (n.g)
   3153.900,   5.576e-03, W-186(n.g), (n.g)
    289.940,   5.512e-03, W-186(n.g), (n.g)
   3561.140,   5.484e-03, W-186(n.g), (n.g)
    616.200,   5.393e-03, W-186(n.g), (n.g)
   4119.240,   5.393e-03, W-186(n.g), (n.g)
   4384.200,   5.210e-03, W-186(n.g), (n.g)
    473.880,   5.027e-03, W-186(n.g), (n.g)
   3452.800,   5.027e-03, W-186(n.g), (n.g)
    745.800,   4.845e-03, W-186(n.g), (n.g)
   1071.090,   4.845e-03, W-186(n.g), (n.g)
    531.170,   4.753e-03, W-186(n.g), (n.g)
   4650.400,   4.753e-03, W-186(n.g), (n.g)
    124.050,   4.662e-03, W-186(n.g), (n.g)
   3492.670,   4.662e-03, W-186(n.g), (n.g)
   3847.800,   4.662e-03, W-186(n.g), (n.g)
   4082.800,   4.662e-03, W-186(n.g), (n.g)
   1103.580,   4.570e-03, W-186(n.g), (n.g)
    423.750,   4.543e-03, W-186(n.g), (n.g)
    500.080,   4.488e-03, W-186(n.g), (n.g)
   4448.100,   4.388e-03, W-186(n.g), (n.g)
    762.780,   4.296e-03, W-186(n.g), (n.g)
    376.700,   4.141e-03, W-186(n.g), (n.g)
    354.780,   4.132e-03, W-186(n.g), (n.g)
    670.340,   4.132e-03, W-186(n.g), (n.g)
    880.890,   4.113e-03, W-186(n.g), (n.g)
    303.250,   4.022e-03, W-186(n.g), (n.g)
    814.200,   3.985e-03, W-186(n.g), (n.g)
   4158.130,   3.931e-03, W-186(n.g), (n.g)
   3225.150,   3.839e-03, W-186(n.g), (n.g)
   1012.050,   3.748e-03, W-186(n.g), (n.g)
   3376.150,   3.748e-03, W-186(n.g), (n.g)
    738.730,   3.656e-03, W-186(n.g), (n.g)
    872.640,   3.656e-03, W-186(n.g), (n.g)
   3529.690,   3.656e-03, W-186(n.g), (n.g)
   4331.630,   3.656e-03, W-186(n.g), (n.g)
    149.050,   3.592e-03, W-186(n.g), (n.g)
   3443.200,   3.565e-03, W-186(n.g), (n.g)
   3191.920,   3.382e-03, W-186(n.g), (n.g)
    635.350,   3.291e-03, W-186(n.g), (n.g)
    989.110,   3.291e-03, W-186(n.g), (n.g)
   1018.430,   3.291e-03, W-186(n.g), (n.g)
   4491.510,   3.291e-03, W-186(n.g), (n.g)
    803.330,   3.108e-03, W-186(n.g), (n.g)
   3710.100,   3.108e-03, W-186(n.g), (n.g)
   3964.870,   3.108e-03, W-186(n.g), (n.g)
   4136.610,   3.108e-03, W-186(n.g), (n.g)
   1025.940,   3.016e-03, W-186(n.g), (n.g)
   2760.300,   3.016e-03, W-186(n.g), (n.g)
   2849.300,   3.016e-03, W-186(n.g), (n.g)
   3510.720,   3.016e-03, W-186(n.g), (n.g)
    640.430,   2.925e-03, W-186(n.g), (n.g)
    661.360,   2.925e-03, W-186(n.g), (n.g)
   2738.400,   2.925e-03, W-186(n.g), (n.g)
    157.460,   2.916e-03, W-186(n.g), (n.g)
   1139.480,   2.834e-03, W-186(n.g), (n.g)
   1269.910,   2.834e-03, W-186(n.g), (n.g)
   2481.300,   2.834e-03, W-186(n.g), (n.g)
   2584.200,   2.834e-03, W-186(n.g), (n.g)
    877.510,   2.742e-03, W-186(n.g), (n.g)
    913.630,   2.742e-03, W-186(n.g), (n.g)
   2367.100,   2.742e-03, W-186(n.g), (n.g)
   3207.000,   2.742e-03, W-186(n.g), (n.g)
   3423.000,   2.742e-03, W-186(n.g), (n.g)
   1057.510,   2.651e-03, W-186(n.g), (n.g)
   3055.010,   2.651e-03, W-186(n.g), (n.g)
   4018.100,   2.651e-03, W-186(n.g), (n.g)
    941.040,   2.523e-03, W-186(n.g), (n.g)
    197.560,   2.468e-03, W-186(n.g), (n.g)
   1106.960,   2.468e-03, W-186(n.g), (n.g)
   1134.900,   2.468e-03, W-186(n.g), (n.g)
   2708.400,   2.377e-03, W-186(n.g), (n.g)
   3760.900,   2.377e-03, W-186(n.g), (n.g)
   3774.590,   2.377e-03, W-186(n.g), (n.g)
   3114.780,   2.285e-03, W-186(n.g), (n.g)
   4557.490,   2.285e-03, W-186(n.g), (n.g)
    227.340,   2.194e-03, W-186(n.g), (n.g)
