Zr-96(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
   1750.420,   1.000e+00,Zr-96(n.n'g), (n.n'g)
    146.653,   2.630e-01,Zr-96(n.n'g), (n.n'g)
    688.250,   1.350e-01,Zr-96(n.n'g), (n.n'g)
   2225.930,   1.000e-01,Zr-96(n.n'g), (n.n'g)
    918.600,   6.300e-02,Zr-96(n.n'g), (n.n'g)
    475.330,   5.700e-02,Zr-96(n.n'g), (n.n'g)
   1897.210,   4.900e-02,Zr-96(n.n'g), (n.n'g)
   1106.880,   4.700e-02,Zr-96(n.n'g), (n.n'g)
   1279.270,   4.500e-02,Zr-96(n.n'g), (n.n'g)
   1185.190,   4.100e-02,Zr-96(n.n'g), (n.n'g)
   3248.560,   3.700e-02,Zr-96(n.n'g), (n.n'g)
   1222.700,   3.600e-02,Zr-96(n.n'g), (n.n'g)
   1612.100,   3.500e-02,Zr-96(n.n'g), (n.n'g)
   3472.070,   3.000e-02,Zr-96(n.n'g), (n.n'g)
    644.180,   2.800e-02,Zr-96(n.n'g), (n.n'g)
   1314.640,   2.800e-02,Zr-96(n.n'g), (n.n'g)
    711.560,   2.500e-02,Zr-96(n.n'g), (n.n'g)
    771.600,   2.200e-02,Zr-96(n.n'g), (n.n'g)
    469.330,   2.100e-02,Zr-96(n.n'g), (n.n'g)
    924.550,   2.100e-02,Zr-96(n.n'g), (n.n'g)
   1252.980,   1.800e-02,Zr-96(n.n'g), (n.n'g)
   3211.800,   1.800e-02,Zr-96(n.n'g), (n.n'g)
    780.200,   1.600e-02,Zr-96(n.n'g), (n.n'g)
   1461.500,   1.500e-02,Zr-96(n.n'g), (n.n'g)
    328.750,   1.400e-02,Zr-96(n.n'g), (n.n'g)
   1175.040,   1.300e-02,Zr-96(n.n'g), (n.n'g)
   1551.500,   1.200e-02,Zr-96(n.n'g), (n.n'g)
    631.450,   1.000e-02,Zr-96(n.n'g), (n.n'g)
   1852.200,   1.000e-02,Zr-96(n.n'g), (n.n'g)
   1283.100,   9.000e-03,Zr-96(n.n'g), (n.n'g)
    574.740,   8.000e-03,Zr-96(n.n'g), (n.n'g)
   1018.300,   8.000e-03,Zr-96(n.n'g), (n.n'g)
   1022.800,   8.000e-03,Zr-96(n.n'g), (n.n'g)
    960.900,   7.000e-03,Zr-96(n.n'g), (n.n'g)
    226.820,   6.000e-03,Zr-96(n.n'g), (n.n'g)
    442.900,   4.000e-03,Zr-96(n.n'g), (n.n'g)
    363.580,          NA,Zr-96(n.n'g), (n.n'g)
    699.900,          NA,Zr-96(n.n'g), (n.n'g)
    856.600,          NA,Zr-96(n.n'g), (n.n'g)
    894.200,          NA,Zr-96(n.n'g), (n.n'g)
   1138.870,          NA,Zr-96(n.n'g), (n.n'g)
   1331.800,          NA,Zr-96(n.n'g), (n.n'g)
   1426.400,          NA,Zr-96(n.n'g), (n.n'g)
   3556.110,          NA,Zr-96(n.n'g), (n.n'g)
   3602.100,          NA,Zr-96(n.n'g), (n.n'g)
   3620.660,          NA,Zr-96(n.n'g), (n.n'g)
   3700.600,          NA,Zr-96(n.n'g), (n.n'g)
   3857.400,          NA,Zr-96(n.n'g), (n.n'g)
   3947.100,          NA,Zr-96(n.n'g), (n.n'g)
   4037.800,          NA,Zr-96(n.n'g), (n.n'g)
   4132.300,          NA,Zr-96(n.n'g), (n.n'g)
