Ge-72(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    325.740,   2.496e-01, Ge-72(n.g), (n.g)
    297.410,   1.592e-01, Ge-72(n.g), (n.g)
   1251.300,   1.231e-01, Ge-72(n.g), (n.g)
   6390.290,   1.150e-01, Ge-72(n.g), (n.g)
   5518.300,   1.115e-01, Ge-72(n.g), (n.g)
     68.750,   7.731e-02, Ge-72(n.g), (n.g)
   6418.620,   6.846e-02, Ge-72(n.g), (n.g)
    284.980,   6.308e-02, Ge-72(n.g), (n.g)
    430.340,   6.192e-02, Ge-72(n.g), (n.g)
   6716.000,   6.154e-02, Ge-72(n.g), (n.g)
    541.770,   5.923e-02, Ge-72(n.g), (n.g)
   5740.070,   5.808e-02, Ge-72(n.g), (n.g)
    432.860,   4.808e-02, Ge-72(n.g), (n.g)
   5650.800,   4.423e-02, Ge-72(n.g), (n.g)
    739.550,   4.077e-02, Ge-72(n.g), (n.g)
    488.270,   3.500e-02, Ge-72(n.g), (n.g)
     55.470,   2.692e-02, Ge-72(n.g), (n.g)
   5850.910,   2.423e-02, Ge-72(n.g), (n.g)
    975.770,   2.115e-02, Ge-72(n.g), (n.g)
   4078.000,   1.923e-02, Ge-72(n.g), (n.g)
    650.280,   1.885e-02, Ge-72(n.g), (n.g)
    784.910,   1.885e-02, Ge-72(n.g), (n.g)
    233.720,   1.846e-02, Ge-72(n.g), (n.g)
    678.610,   1.846e-02, Ge-72(n.g), (n.g)
   4065.000,   1.808e-02, Ge-72(n.g), (n.g)
    531.130,   1.654e-02, Ge-72(n.g), (n.g)
   3899.500,   1.538e-02, Ge-72(n.g), (n.g)
   4218.000,   1.462e-02, Ge-72(n.g), (n.g)
   5867.240,   1.308e-02, Ge-72(n.g), (n.g)
   6227.780,   1.115e-02, Ge-72(n.g), (n.g)
   4890.700,   1.077e-02, Ge-72(n.g), (n.g)
   4008.000,   9.231e-03, Ge-72(n.g), (n.g)
   4363.500,   8.077e-03, Ge-72(n.g), (n.g)
   4573.600,   8.077e-03, Ge-72(n.g), (n.g)
   1065.290,   7.308e-03, Ge-72(n.g), (n.g)
   4594.100,   6.923e-03, Ge-72(n.g), (n.g)
   4650.800,   6.923e-03, Ge-72(n.g), (n.g)
   4492.000,   6.154e-03, Ge-72(n.g), (n.g)
   3852.400,   5.769e-03, Ge-72(n.g), (n.g)
   4381.200,   5.769e-03, Ge-72(n.g), (n.g)
   5238.300,   5.769e-03, Ge-72(n.g), (n.g)
   4301.700,   5.000e-03, Ge-72(n.g), (n.g)
    767.880,   4.615e-03, Ge-72(n.g), (n.g)
   5396.000,   3.846e-03, Ge-72(n.g), (n.g)
     13.271,   1.923e-04, Ge-72(n.g), (n.g)
