P-31(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
   2028.800,          NA,P-31(n.n'g), (n.n'g)
   2115.300,          NA,P-31(n.n'g), Dopp.Brd?
   2148.400,          NA,P-31(n.n'g), (n.n'g)
   2924.700,          NA,P-31(n.n'g), Dopp.Brd?
   3134.300,          NA,P-31(n.n'g), Dopp.Brd?
   3506.100,          NA,P-31(n.n'g), Dopp.Brd?
   4260.400,          NA,P-31(n.n'g), Dopp.Brd?
