W-184(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
   4573.700,   2.000e-01, W-184(n.g), (n.g)
   1180.800,   1.538e-01, W-184(n.g), (n.g)
   4535.500,   1.538e-01, W-184(n.g), (n.g)
   5091.050,   1.346e-01, W-184(n.g), (n.g)
   4748.700,   1.154e-01, W-184(n.g), (n.g)
    640.020,   1.058e-01, W-184(n.g), (n.g)
    757.200,   9.231e-02, W-184(n.g), (n.g)
   1125.300,   8.846e-02, W-184(n.g), (n.g)
    636.400,   8.462e-02, W-184(n.g), (n.g)
   4219.200,   6.538e-02, W-184(n.g), (n.g)
   1031.300,   5.962e-02, W-184(n.g), (n.g)
   1195.630,   5.962e-02, W-184(n.g), (n.g)
    744.860,   5.769e-02, W-184(n.g), (n.g)
    663.490,   5.577e-02, W-184(n.g), (n.g)
    912.100,   5.385e-02, W-184(n.g), (n.g)
    888.900,   5.000e-02, W-184(n.g), (n.g)
   1005.900,   4.231e-02, W-184(n.g), (n.g)
   4469.100,   4.231e-02, W-184(n.g), (n.g)
    579.800,   4.038e-02, W-184(n.g), (n.g)
    580.490,   4.038e-02, W-184(n.g), (n.g)
   1347.600,   3.846e-02, W-184(n.g), (n.g)
    674.500,   3.654e-02, W-184(n.g), (n.g)
   4986.200,   3.654e-02, W-184(n.g), (n.g)
    822.760,   3.385e-02, W-184(n.g), (n.g)
   1408.100,   3.269e-02, W-184(n.g), (n.g)
   4980.500,   3.269e-02, W-184(n.g), (n.g)
    569.650,   3.192e-02, W-184(n.g), (n.g)
    976.200,   3.077e-02, W-184(n.g), (n.g)
    173.680,   2.981e-02, W-184(n.g), (n.g)
    768.330,   2.885e-02, W-184(n.g), (n.g)
   1328.300,   2.885e-02, W-184(n.g), (n.g)
    838.500,   2.692e-02, W-184(n.g), (n.g)
   4931.790,   2.288e-02, W-184(n.g), (n.g)
   5754.530,   2.154e-02, W-184(n.g), (n.g)
   1153.500,   2.115e-02, W-184(n.g), (n.g)
     93.300,   1.538e-02, W-184(n.g), (n.g)
   4395.300,   1.538e-02, W-184(n.g), (n.g)
   4692.000,   1.538e-02, W-184(n.g), (n.g)
   1157.300,   1.365e-02, W-184(n.g), (n.g)
    993.000,   1.346e-02, W-184(n.g), (n.g)
   1097.600,   1.346e-02, W-184(n.g), (n.g)
   1111.800,   1.346e-02, W-184(n.g), (n.g)
   3873.300,   1.346e-02, W-184(n.g), (n.g)
   4313.100,   1.346e-02, W-184(n.g), (n.g)
   5024.300,   1.346e-02, W-184(n.g), (n.g)
    517.330,   1.327e-02, W-184(n.g), (n.g)
   4182.200,   1.154e-02, W-184(n.g), (n.g)
    177.400,   1.135e-02, W-184(n.g), (n.g)
     65.860,   9.615e-03, W-184(n.g), (n.g)
    187.900,   8.846e-03, W-184(n.g), (n.g)
   4097.500,   7.885e-03, W-184(n.g), (n.g)
   4508.500,   7.885e-03, W-184(n.g), (n.g)
   5731.060,   6.731e-03, W-184(n.g), (n.g)
     23.540,   5.769e-03, W-184(n.g), (n.g)
    164.330,   5.769e-03, W-184(n.g), (n.g)
   5660.700,   3.462e-03, W-184(n.g), (n.g)
    239.800,   2.692e-03, W-184(n.g), (n.g)
    107.850,   2.500e-03, W-184(n.g), (n.g)
    147.800,   1.731e-03, W-184(n.g), (n.g)
    242.900,   1.346e-03, W-184(n.g), (n.g)
     94.590,   1.135e-03, W-184(n.g), (n.g)
    122.050,   1.115e-03, W-184(n.g), (n.g)
     69.700,   8.846e-04, W-184(n.g), (n.g)
