W-186(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
    122.640,   1.000e+00,W-186(n.n'g), (n.n'g)
    273.930,   4.900e-01,W-186(n.n'g), (n.n'g)
    737.970,   4.500e-01,W-186(n.n'g), (n.n'g)
    615.310,   4.300e-01,W-186(n.n'g), (n.n'g)
    739.730,   3.500e-01,W-186(n.n'g), (n.n'g)
    214.750,   3.170e-01,W-186(n.n'g), (n.n'g)
    307.510,   1.010e-01,W-186(n.n'g), (n.n'g)
    610.220,   7.700e-02,W-186(n.n'g), (n.n'g)
    760.960,   6.300e-02,W-186(n.n'g), (n.n'g)
    884.080,   5.700e-02,W-186(n.n'g), (n.n'g)
    907.580,   5.400e-02,W-186(n.n'g), (n.n'g)
    183.080,   4.800e-02,W-186(n.n'g), (n.n'g)
    412.690,   4.800e-02,W-186(n.n'g), (n.n'g)
   1030.230,   4.600e-02,W-186(n.n'g), (n.n'g)
    309.380,   4.220e-02,W-186(n.n'g), (n.n'g)
    633.700,   3.300e-02,W-186(n.n'g), (n.n'g)
    465.700,   3.150e-02,W-186(n.n'g), (n.n'g)
    800.740,   3.000e-02,W-186(n.n'g), (n.n'g)
    715.450,   2.860e-02,W-186(n.n'g), (n.n'g)
    276.720,   2.700e-02,W-186(n.n'g), (n.n'g)
   1285.400,   2.610e-02,W-186(n.n'g), (n.n'g)
   1162.810,   2.470e-02,W-186(n.n'g), (n.n'g)
    579.570,   1.850e-02,W-186(n.n'g), (n.n'g)
   1335.740,   1.850e-02,W-186(n.n'g), (n.n'g)
    418.370,   1.820e-02,W-186(n.n'g), (n.n'g)
   1440.750,   1.790e-02,W-186(n.n'g), (n.n'g)
    218.930,   1.740e-02,W-186(n.n'g), (n.n'g)
   1176.270,   1.440e-02,W-186(n.n'g), (n.n'g)
    315.440,   1.340e-02,W-186(n.n'g), (n.n'g)
    922.770,   1.260e-02,W-186(n.n'g), (n.n'g)
   1409.710,   1.260e-02,W-186(n.n'g), (n.n'g)
   1587.150,   1.260e-02,W-186(n.n'g), (n.n'g)
   1330.840,   1.230e-02,W-186(n.n'g), (n.n'g)
   1563.340,   1.230e-02,W-186(n.n'g), (n.n'g)
    783.340,   1.120e-02,W-186(n.n'g), (n.n'g)
    268.850,   1.110e-02,W-186(n.n'g), (n.n'g)
   1313.160,   1.100e-02,W-186(n.n'g), (n.n'g)
    830.110,   1.050e-02,W-186(n.n'g), (n.n'g)
    547.410,   1.040e-02,W-186(n.n'g), (n.n'g)
   1210.980,   9.700e-03,W-186(n.n'g), (n.n'g)
    391.460,   9.300e-03,W-186(n.n'g), (n.n'g)
    591.180,   9.000e-03,W-186(n.n'g), (n.n'g)
    902.400,   7.400e-03,W-186(n.n'g), (n.n'g)
    456.630,   7.000e-03,W-186(n.n'g), (n.n'g)
    335.040,   6.800e-03,W-186(n.n'g), (n.n'g)
    164.770,   6.700e-03,W-186(n.n'g), (n.n'g)
    486.930,   6.100e-03,W-186(n.n'g), (n.n'g)
    292.970,   5.900e-03,W-186(n.n'g), multiplet?
   1484.620,   5.700e-03,W-186(n.n'g), (n.n'g)
    780.080,   5.600e-03,W-186(n.n'g), (n.n'g)
   1245.920,   5.400e-03,W-186(n.n'g), (n.n'g)
    582.840,   5.300e-03,W-186(n.n'g), (n.n'g)
    588.700,   5.000e-03,W-186(n.n'g), (n.n'g)
    659.050,   4.900e-03,W-186(n.n'g), (n.n'g)
   1001.550,   4.200e-03,W-186(n.n'g), (n.n'g)
    126.310,   3.500e-03,W-186(n.n'g), (n.n'g)
    423.160,   3.300e-03,W-186(n.n'g), (n.n'g)
    621.710,   3.000e-03,W-186(n.n'g), (n.n'g)
    720.420,   2.200e-03,W-186(n.n'g), (n.n'g)
    388.170,   2.000e-03,W-186(n.n'g), (n.n'g)
   1124.530,   2.000e-03,W-186(n.n'g), (n.n'g)
    401.560,   1.500e-03,W-186(n.n'g), (n.n'g)
    561.960,   1.300e-03,W-186(n.n'g), (n.n'g)
   1520.200,   1.200e-03,W-186(n.n'g), (n.n'g)
    540.000,          NA,W-186(n.n'g), (n.n'g)
