Ge-76(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
    431.000, Most Likely,Ge-76(n.n'g), (n.n'g)
    545.510, Most Likely,Ge-76(n.n'g), (n.n'g)
    562.930, Most Likely,Ge-76(n.n'g), (n.n'g)
    847.150, Most Likely,Ge-76(n.n'g), (n.n'g)
   1108.410, Most Likely,Ge-76(n.n'g), (n.n'g)
    911.400,          NA,Ge-76(n.n'g), (n.n'g)
    976.500,          NA,Ge-76(n.n'g), (n.n'g)
   1097.400,          NA,Ge-76(n.n'g), (n.n'g)
   1130.200,          NA,Ge-76(n.n'g), (n.n'g)
   1194.000,          NA,Ge-76(n.n'g), (n.n'g)
   1208.020,          NA,Ge-76(n.n'g), (n.n'g)
   1230.200,          NA,Ge-76(n.n'g), (n.n'g)
   1348.130,          NA,Ge-76(n.n'g), (n.n'g)
   1395.100,          NA,Ge-76(n.n'g), (n.n'g)
   1513.100,          NA,Ge-76(n.n'g), (n.n'g)
   1639.300,          NA,Ge-76(n.n'g), (n.n'g)
   1732.700,          NA,Ge-76(n.n'g), (n.n'g)
   1898.300,          NA,Ge-76(n.n'g), (n.n'g)
   1912.700,          NA,Ge-76(n.n'g), (n.n'g)
   1915.000,          NA,Ge-76(n.n'g), (n.n'g)
   2023.300,          NA,Ge-76(n.n'g), (n.n'g)
   2073.750,          NA,Ge-76(n.n'g), (n.n'g)
   2074.000,          NA,Ge-76(n.n'g), (n.n'g)
   2129.460,          NA,Ge-76(n.n'g), (n.n'g)
   2203.800,          NA,Ge-76(n.n'g), (n.n'g)
   2278.800,          NA,Ge-76(n.n'g), (n.n'g)
   2334.700,          NA,Ge-76(n.n'g), (n.n'g)
   2477.700,          NA,Ge-76(n.n'g), (n.n'g)
   2478.200,          NA,Ge-76(n.n'g), (n.n'g)
   2503.600,          NA,Ge-76(n.n'g), (n.n'g)
   2919.850,          NA,Ge-76(n.n'g), (n.n'g)
   2921.000,          NA,Ge-76(n.n'g), (n.n'g)
   3008.600,          NA,Ge-76(n.n'g), (n.n'g)
   3420.300,          NA,Ge-76(n.n'g), (n.n'g)
