Ge-74(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    253.210,   3.172e-01, Ge-74(n.g), (n.g)
    574.910,   1.594e-01, Ge-74(n.g), (n.g)
   6251.970,   9.792e-02, Ge-74(n.g), (n.g)
   4706.980,   7.865e-02, Ge-74(n.g), (n.g)
    177.490,   6.146e-02, Ge-74(n.g), (n.g)
     52.310,   5.365e-02, Ge-74(n.g), (n.g)
   5367.900,   4.740e-02, Ge-74(n.g), (n.g)
   1545.090,   3.646e-02, Ge-74(n.g), (n.g)
   6505.150,   3.646e-02, Ge-74(n.g), (n.g)
   4989.500,   3.229e-02, Ge-74(n.g), (n.g)
    445.400,   2.813e-02, Ge-74(n.g), (n.g)
    569.760,   2.708e-02, Ge-74(n.g), (n.g)
   5088.400,   2.448e-02, Ge-74(n.g), (n.g)
    317.070,   2.344e-02, Ge-74(n.g), (n.g)
   5620.120,   2.135e-02, Ge-74(n.g), (n.g)
    673.780,   2.083e-02, Ge-74(n.g), (n.g)
    841.900,   1.875e-02, Ge-74(n.g), (n.g)
    927.130,   1.823e-02, Ge-74(n.g), (n.g)
   4435.900,   1.823e-02, Ge-74(n.g), (n.g)
    885.100,   1.719e-02, Ge-74(n.g), (n.g)
   5003.230,   1.719e-02, Ge-74(n.g), (n.g)
   5930.290,   1.719e-02, Ge-74(n.g), (n.g)
    455.020,   1.615e-02, Ge-74(n.g), (n.g)
    762.080,   1.563e-02, Ge-74(n.g), (n.g)
   1426.300,   1.302e-02, Ge-74(n.g), (n.g)
   2069.400,   1.250e-02, Ge-74(n.g), (n.g)
   4410.600,   1.198e-02, Ge-74(n.g), (n.g)
    201.820,   1.146e-02, Ge-74(n.g), (n.g)
    124.760,   8.333e-03, Ge-74(n.g), (n.g)
   4816.910,   7.292e-03, Ge-74(n.g), (n.g)
   5079.000,   6.250e-03, Ge-74(n.g), (n.g)
   5831.420,   6.250e-03, Ge-74(n.g), (n.g)
    300.200,   5.521e-03, Ge-74(n.g), (n.g)
   4747.670,   4.792e-03, Ge-74(n.g), (n.g)
   4500.700,   4.688e-03, Ge-74(n.g), (n.g)
   5743.140,   3.594e-03, Ge-74(n.g), (n.g)
