Cu-63(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
    962.060,   1.000e+00,Cu-63(n.n'g), (n.n'g)
   1327.030,   5.911e-01,Cu-63(n.n'g), (n.n'g)
    669.620,   3.195e-01,Cu-63(n.n'g), (n.n'g)
   1412.080,   2.086e-01,Cu-63(n.n'g), (n.n'g)
   1861.300,   1.856e-01,Cu-63(n.n'g), (n.n'g)
    899.000,   1.518e-01,Cu-63(n.n'g), (n.n'g)
   1547.040,   1.396e-01,Cu-63(n.n'g), multiplet?
    365.200,   1.310e-01,Cu-63(n.n'g), (n.n'g)
   1130.700,   7.029e-02,Cu-63(n.n'g), multiplet?
    881.000,   6.997e-02,Cu-63(n.n'g), multiplet?
   1350.100,   6.709e-02,Cu-63(n.n'g), (n.n'g)
    449.930,   6.422e-02,Cu-63(n.n'g), (n.n'g)
    765.700,   5.815e-02,Cu-63(n.n'g), (n.n'g)
   2011.400,   5.783e-02,Cu-63(n.n'g), (n.n'g)
   1245.200,   5.719e-02,Cu-63(n.n'g), multiplet?
    955.000,   4.792e-02,Cu-63(n.n'g), (n.n'g)
   1119.400,   4.058e-02,Cu-63(n.n'g), multiplet?
    742.250,   3.514e-02,Cu-63(n.n'g), multiplet?
   1048.800,   3.067e-02,Cu-63(n.n'g), (n.n'g)
    584.820,   2.939e-02,Cu-63(n.n'g), (n.n'g)
   2336.500,   2.716e-02,Cu-63(n.n'g), (n.n'g)
    515.000,   2.556e-02,Cu-63(n.n'g), (n.n'g)
   2081.400,   2.428e-02,Cu-63(n.n'g), (n.n'g)
   2673.600,   2.109e-02,Cu-63(n.n'g), (n.n'g)
   2818.800,   2.109e-02,Cu-63(n.n'g), (n.n'g)
    533.800,   1.917e-02,Cu-63(n.n'g), (n.n'g)
   1341.700,   1.917e-02,Cu-63(n.n'g), (n.n'g)
    645.400,   1.885e-02,Cu-63(n.n'g), (n.n'g)
    686.300,   1.597e-02,Cu-63(n.n'g), (n.n'g)
   1442.700,   1.597e-02,Cu-63(n.n'g), (n.n'g)
   1668.900,   1.597e-02,Cu-63(n.n'g), (n.n'g)
   1392.550,   1.502e-02,Cu-63(n.n'g), (n.n'g)
   1541.500,   1.502e-02,Cu-63(n.n'g), (n.n'g)
   2503.400,   1.502e-02,Cu-63(n.n'g), (n.n'g)
   2497.400,   1.406e-02,Cu-63(n.n'g), (n.n'g)
    754.800,   1.310e-02,Cu-63(n.n'g), (n.n'g)
   2062.100,   1.118e-02,Cu-63(n.n'g), (n.n'g)
    414.300,   1.086e-02,Cu-63(n.n'g), (n.n'g)
   1077.800,   1.086e-02,Cu-63(n.n'g), (n.n'g)
    884.000,   9.904e-03,Cu-63(n.n'g), (n.n'g)
   1178.900,   9.904e-03,Cu-63(n.n'g), (n.n'g)
    734.000,   9.585e-03,Cu-63(n.n'g), (n.n'g)
   2372.600,   9.265e-03,Cu-63(n.n'g), (n.n'g)
    624.300,   8.946e-03,Cu-63(n.n'g), (n.n'g)
   1123.720,   8.946e-03,Cu-63(n.n'g), (n.n'g)
   1813.700,   8.946e-03,Cu-63(n.n'g), (n.n'g)
    231.000,   8.626e-03,Cu-63(n.n'g), (n.n'g)
    464.000,   7.987e-03,Cu-63(n.n'g), (n.n'g)
    903.000,   7.987e-03,Cu-63(n.n'g), (n.n'g)
    992.400,   7.987e-03,Cu-63(n.n'g), (n.n'g)
   1374.470,   7.987e-03,Cu-63(n.n'g), (n.n'g)
   1467.600,   7.987e-03,Cu-63(n.n'g), (n.n'g)
   1895.600,   7.987e-03,Cu-63(n.n'g), (n.n'g)
   2092.600,   7.987e-03,Cu-63(n.n'g), (n.n'g)
   2512.000,   7.987e-03,Cu-63(n.n'g), (n.n'g)
   1131.000,   7.029e-03,Cu-63(n.n'g), multiplet?
   1437.400,   7.029e-03,Cu-63(n.n'g), (n.n'g)
   2012.000,   7.029e-03,Cu-63(n.n'g), (n.n'g)
   2166.000,   7.029e-03,Cu-63(n.n'g), (n.n'g)
   2536.000,   7.029e-03,Cu-63(n.n'g), (n.n'g)
   3101.700,   6.390e-03,Cu-63(n.n'g), (n.n'g)
   1445.800,   6.070e-03,Cu-63(n.n'g), (n.n'g)
   1927.200,   6.070e-03,Cu-63(n.n'g), (n.n'g)
   2780.300,   6.070e-03,Cu-63(n.n'g), (n.n'g)
   2808.100,   6.070e-03,Cu-63(n.n'g), (n.n'g)
   2857.600,   6.070e-03,Cu-63(n.n'g), (n.n'g)
   2956.000,   6.070e-03,Cu-63(n.n'g), (n.n'g)
    570.000,   5.112e-03,Cu-63(n.n'g), (n.n'g)
    944.000,   5.112e-03,Cu-63(n.n'g), (n.n'g)
   1996.800,   5.112e-03,Cu-63(n.n'g), (n.n'g)
   2716.900,   5.112e-03,Cu-63(n.n'g), (n.n'g)
   3032.100,   5.112e-03,Cu-63(n.n'g), (n.n'g)
   3042.500,   5.112e-03,Cu-63(n.n'g), (n.n'g)
    811.500,   4.473e-03,Cu-63(n.n'g), (n.n'g)
   2026.800,   4.409e-03,Cu-63(n.n'g), (n.n'g)
    469.200,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   1085.000,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   1389.660,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   1585.400,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   1716.800,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   1827.700,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   2630.300,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   2682.500,   4.153e-03,Cu-63(n.n'g), (n.n'g)
