Cr-50(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    749.090,   8.234e-01, Cr-50(n.g), (n.g)
   8510.770,   3.372e-01, Cr-50(n.g), (n.g)
   8482.800,   2.446e-01, Cr-50(n.g), (n.g)
     27.970,   1.795e-01, Cr-50(n.g), (n.g)
   7361.120,   1.331e-01, Cr-50(n.g), (n.g)
   1898.900,   1.233e-01, Cr-50(n.g), (n.g)
   6134.580,   1.129e-01, Cr-50(n.g), (n.g)
   2376.490,   5.239e-02, Cr-50(n.g), (n.g)
   6370.150,   4.052e-02, Cr-50(n.g), (n.g)
   5489.850,   3.473e-02, Cr-50(n.g), (n.g)
   1149.830,   3.097e-02, Cr-50(n.g), (n.g)
   2001.050,   2.880e-02, Cr-50(n.g), (n.g)
   5220.720,   2.663e-02, Cr-50(n.g), (n.g)
   2348.520,   2.373e-02, Cr-50(n.g), (n.g)
   5493.990,   2.315e-02, Cr-50(n.g), (n.g)
    888.950,   2.171e-02, Cr-50(n.g), (n.g)
   3021.270,   2.012e-02, Cr-50(n.g), (n.g)
   3262.440,   1.809e-02, Cr-50(n.g), (n.g)
   1536.960,   1.708e-02, Cr-50(n.g), (n.g)
    603.970,   1.360e-02, Cr-50(n.g), (n.g)
   3017.120,   1.317e-02, Cr-50(n.g), (n.g)
   1124.540,   1.302e-02, Cr-50(n.g), (n.g)
   2989.150,   1.172e-02, Cr-50(n.g), (n.g)
   3512.400,   1.129e-02, Cr-50(n.g), (n.g)
   4490.870,   1.129e-02, Cr-50(n.g), (n.g)
   3859.080,   1.114e-02, Cr-50(n.g), (n.g)
   4624.100,   1.071e-02, Cr-50(n.g), (n.g)
   3592.770,   1.042e-02, Cr-50(n.g), (n.g)
   2112.930,   9.407e-03, Cr-50(n.g), (n.g)
   1124.450,   9.262e-03, Cr-50(n.g), (n.g)
   1353.050,   8.828e-03, Cr-50(n.g), (n.g)
   2012.550,   8.104e-03, Cr-50(n.g), (n.g)
   3290.410,   7.525e-03, Cr-50(n.g), (n.g)
    991.100,   7.236e-03, Cr-50(n.g), (n.g)
   4020.280,   6.946e-03, Cr-50(n.g), (n.g)
   4970.800,   4.342e-03, Cr-50(n.g), (n.g)
   3207.700,   3.907e-03, Cr-50(n.g), (n.g)
   2278.470,   3.763e-03, Cr-50(n.g), (n.g)
   2079.300,   3.618e-03, Cr-50(n.g), (n.g)
   2140.900,   3.618e-03, Cr-50(n.g), (n.g)
    834.200,   3.184e-03, Cr-50(n.g), (n.g)
    575.980,   2.894e-03, Cr-50(n.g), (n.g)
    827.300,   2.894e-03, Cr-50(n.g), (n.g)
   4056.300,   2.750e-03, Cr-50(n.g), (n.g)
   3899.800,   2.605e-03, Cr-50(n.g), (n.g)
   4833.300,   2.605e-03, Cr-50(n.g), (n.g)
   4890.400,   2.605e-03, Cr-50(n.g), (n.g)
   1164.820,   2.344e-03, Cr-50(n.g), (n.g)
    845.300,   2.171e-03, Cr-50(n.g), (n.g)
   2598.900,   2.171e-03, Cr-50(n.g), (n.g)
   6204.630,   2.171e-03, Cr-50(n.g), (n.g)
   5206.500,   2.026e-03, Cr-50(n.g), (n.g)
    913.960,   1.737e-03, Cr-50(n.g), (n.g)
   1807.900,   1.737e-03, Cr-50(n.g), (n.g)
   3277.000,   1.592e-03, Cr-50(n.g), (n.g)
    929.500,   1.447e-03, Cr-50(n.g), (n.g)
   1003.220,   1.447e-03, Cr-50(n.g), (n.g)
   3283.120,   1.447e-03, Cr-50(n.g), (n.g)
   1106.800,   1.302e-03, Cr-50(n.g), (n.g)
   6431.800,   1.013e-03, Cr-50(n.g), (n.g)
   2052.700,   8.683e-04, Cr-50(n.g), (n.g)
    862.300,   7.236e-04, Cr-50(n.g), (n.g)
   2159.000,   7.236e-04, Cr-50(n.g), (n.g)
   3305.100,   7.236e-04, Cr-50(n.g), (n.g)
