Zn-70(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
    185.850, Most Likely,Zn-70(n.n'g), (n.n'g)
    874.330, Most Likely,Zn-70(n.n'g), (n.n'g)
    884.880, Most Likely,Zn-70(n.n'g), (n.n'g)
    901.700, Most Likely,Zn-70(n.n'g), (n.n'g)
   1072.500, Most Likely,Zn-70(n.n'g), (n.n'g)
    354.000,          NA,Zn-70(n.n'g), (n.n'g)
    735.500,          NA,Zn-70(n.n'g), (n.n'g)
    751.500,          NA,Zn-70(n.n'g), (n.n'g)
    779.100,          NA,Zn-70(n.n'g), (n.n'g)
    934.900,          NA,Zn-70(n.n'g), (n.n'g)
   1072.200,          NA,Zn-70(n.n'g), (n.n'g)
   1100.500,          NA,Zn-70(n.n'g), (n.n'g)
   1107.900,          NA,Zn-70(n.n'g), (n.n'g)
   1191.900,          NA,Zn-70(n.n'g), (n.n'g)
   1251.700,          NA,Zn-70(n.n'g), (n.n'g)
   1255.600,          NA,Zn-70(n.n'g), (n.n'g)
   1653.900,          NA,Zn-70(n.n'g), (n.n'g)
   1759.600,          NA,Zn-70(n.n'g), (n.n'g)
   1809.200,          NA,Zn-70(n.n'g), (n.n'g)
   1951.500,          NA,Zn-70(n.n'g), (n.n'g)
   1975.000,          NA,Zn-70(n.n'g), (n.n'g)
   2064.100,          NA,Zn-70(n.n'g), (n.n'g)
   2155.000,          NA,Zn-70(n.n'g), (n.n'g)
   2537.900,          NA,Zn-70(n.n'g), (n.n'g)
   3222.000,          NA,Zn-70(n.n'g), (n.n'g)
