W-183(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
    162.322,   1.000e+00,W-183(n.n'g), (n.n'g)
    107.932,   8.383e-01,W-183(n.n'g), (n.n'g)
     46.484,   6.886e-01,W-183(n.n'g), (n.n'g)
    313.090,   6.796e-01,W-183(n.n'g), multiplet?
     99.079,   5.569e-01,W-183(n.n'g), (n.n'g)
    209.866,   5.060e-01,W-183(n.n'g), (n.n'g)
     52.595,   4.581e-01,W-183(n.n'g), (n.n'g)
    246.059,   2.994e-01,W-183(n.n'g), (n.n'g)
    291.724,   2.994e-01,W-183(n.n'g), (n.n'g)
    160.528,   2.305e-01,W-183(n.n'g), (n.n'g)
     84.713,   2.036e-01,W-183(n.n'g), (n.n'g)
    161.347,   1.916e-01,W-183(n.n'g), (n.n'g)
    142.269,   1.886e-01,W-183(n.n'g), (n.n'g)
    888.180,   1.557e-01,W-183(n.n'g), (n.n'g)
    695.690,   1.467e-01,W-183(n.n'g), multiplet?
    208.806,   1.257e-01,W-183(n.n'g), (n.n'g)
    109.727,   1.228e-01,W-183(n.n'g), (n.n'g)
    176.700,   1.198e-01,W-183(n.n'g), (n.n'g)
    353.991,   1.168e-01,W-183(n.n'g), (n.n'g)
   1026.400,   1.138e-01,W-183(n.n'g), (n.n'g)
    244.265,   1.018e-01,W-183(n.n'g), (n.n'g)
    205.084,   9.581e-02,W-183(n.n'g), (n.n'g)
    166.400,   8.982e-02,W-183(n.n'g), (n.n'g)
     82.918,   7.784e-02,W-183(n.n'g), (n.n'g)
    268.180,   7.784e-02,W-183(n.n'g), (n.n'g)
    979.920,   7.485e-02,W-183(n.n'g), (n.n'g)
    259.480,   6.886e-02,W-183(n.n'g), (n.n'g)
    777.340,   5.389e-02,W-183(n.n'g), (n.n'g)
    652.410,   5.090e-02,W-183(n.n'g), (n.n'g)
    707.850,   4.790e-02,W-183(n.n'g), (n.n'g)
   1100.110,   4.371e-02,W-183(n.n'g), (n.n'g)
    203.289,   4.192e-02,W-183(n.n'g), (n.n'g)
    321.860,   4.192e-02,W-183(n.n'g), (n.n'g)
    365.611,   4.192e-02,W-183(n.n'g), (n.n'g)
    431.050,   4.192e-02,W-183(n.n'g), (n.n'g)
    940.770,   4.192e-02,W-183(n.n'g), (n.n'g)
    452.180,   3.892e-02,W-183(n.n'g), (n.n'g)
    344.160,   3.593e-02,W-183(n.n'g), (n.n'g)
    953.850,   3.593e-02,W-183(n.n'g), (n.n'g)
    959.800,   3.593e-02,W-183(n.n'g), (n.n'g)
   1182.300,   3.293e-02,W-183(n.n'g), (n.n'g)
   1423.200,   3.293e-02,W-183(n.n'g), (n.n'g)
    101.934,   3.144e-02,W-183(n.n'g), multiplet?
   1062.600,   2.994e-02,W-183(n.n'g), (n.n'g)
   1510.700,   2.994e-02,W-183(n.n'g), (n.n'g)
    611.980,   2.934e-02,W-183(n.n'g), (n.n'g)
    192.645,   2.784e-02,W-183(n.n'g), (n.n'g)
    144.125,   2.695e-02,W-183(n.n'g), (n.n'g)
    332.250,   2.635e-02,W-183(n.n'g), (n.n'g)
    817.590,   2.545e-02,W-183(n.n'g), (n.n'g)
    327.770,   2.395e-02,W-183(n.n'g), (n.n'g)
   1615.100,   2.395e-02,W-183(n.n'g), (n.n'g)
   1437.300,   2.186e-02,W-183(n.n'g), (n.n'g)
    404.600,   2.096e-02,W-183(n.n'g), (n.n'g)
   1263.500,   2.096e-02,W-183(n.n'g), (n.n'g)
   1574.000,   2.096e-02,W-183(n.n'g), (n.n'g)
   1626.590,   2.066e-02,W-183(n.n'g), multiplet?
    406.587,   2.036e-02,W-183(n.n'g), (n.n'g)
    587.490,   2.006e-02,W-183(n.n'g), (n.n'g)
   1006.500,   1.916e-02,W-183(n.n'g), (n.n'g)
    858.100,   1.796e-02,W-183(n.n'g), (n.n'g)
   1149.700,   1.796e-02,W-183(n.n'g), (n.n'g)
   1528.600,   1.796e-02,W-183(n.n'g), (n.n'g)
   1556.700,   1.796e-02,W-183(n.n'g), (n.n'g)
    656.650,   1.737e-02,W-183(n.n'g), (n.n'g)
   1081.100,   1.707e-02,W-183(n.n'g), (n.n'g)
    102.481,   1.647e-02,W-183(n.n'g), (n.n'g)
   1581.200,   1.647e-02,W-183(n.n'g), (n.n'g)
    927.320,   1.497e-02,W-183(n.n'g), (n.n'g)
   1022.000,   1.198e-02,W-183(n.n'g), (n.n'g)
    923.200,   1.168e-02,W-183(n.n'g), (n.n'g)
    488.410,   9.581e-03,W-183(n.n'g), (n.n'g)
    264.810,   8.084e-03,W-183(n.n'g), (n.n'g)
