P-31(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
   3483.430,   1.494e-03,  P-31(n.g), (n.g)
   1208.350,   1.453e-03,  P-31(n.g), (n.g)
   3560.920,   1.355e-03,  P-31(n.g), (n.g)
   6117.700,   1.355e-03,  P-31(n.g), (n.g)
   5548.860,   1.343e-03,  P-31(n.g), (n.g)
   2609.140,   1.337e-03,  P-31(n.g), (n.g)
   4632.010,   1.297e-03,  P-31(n.g), (n.g)
   1432.980,   1.279e-03,  P-31(n.g), (n.g)
   1921.140,   1.279e-03,  P-31(n.g), (n.g)
   2685.990,   1.198e-03,  P-31(n.g), (n.g)
   1429.690,   1.163e-03,  P-31(n.g), (n.g)
   5432.190,   1.163e-03,  P-31(n.g), (n.g)
   3387.510,   1.128e-03,  P-31(n.g), (n.g)
    906.910,   1.070e-03,  P-31(n.g), (n.g)
   2139.650,   1.047e-03,  P-31(n.g), (n.g)
   2931.460,   1.047e-03,  P-31(n.g), (n.g)
   1217.150,   9.302e-04,  P-31(n.g), (n.g)
   5622.830,   8.895e-04,  P-31(n.g), (n.g)
   5757.870,   7.965e-04,  P-31(n.g), (n.g)
   6612.110,   7.674e-04,  P-31(n.g), (n.g)
   1068.380,   7.558e-04,  P-31(n.g), (n.g)
   3195.610,   7.558e-04,  P-31(n.g), (n.g)
   4861.250,   7.093e-04,  P-31(n.g), (n.g)
   4003.100,   6.453e-04,  P-31(n.g), (n.g)
   3946.210,   6.279e-04,  P-31(n.g), (n.g)
   5356.070,   6.279e-04,  P-31(n.g), (n.g)
   4551.770,   6.221e-04,  P-31(n.g), (n.g)
   4043.080,   5.988e-04,  P-31(n.g), (n.g)
   4813.080,   5.988e-04,  P-31(n.g), (n.g)
   5983.340,   5.988e-04,  P-31(n.g), (n.g)
   5360.750,   5.698e-04,  P-31(n.g), (n.g)
   5508.700,   5.407e-04,  P-31(n.g), (n.g)
   6179.990,   5.116e-04,  P-31(n.g), (n.g)
   5072.010,   4.942e-04,  P-31(n.g), (n.g)
