Br-79(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    494.045,   1.721e-03, Br-79(n.g), (n.g)
    678.690,   1.702e-03, Br-79(n.g), (n.g)
    809.280,   1.606e-03, Br-79(n.g), (n.g)
    850.930,   1.568e-03, Br-79(n.g), (n.g)
     50.112,   1.549e-03, Br-79(n.g), (n.g)
    226.530,   1.530e-03, Br-79(n.g), (n.g)
    303.020,   1.530e-03, Br-79(n.g), (n.g)
    311.090,   1.530e-03, Br-79(n.g), (n.g)
    360.445,   1.491e-03, Br-79(n.g), (n.g)
    793.803,   1.472e-03, Br-79(n.g), (n.g)
    438.529,   1.453e-03, Br-79(n.g), (n.g)
    334.231,   1.434e-03, Br-79(n.g), (n.g)
    344.908,   1.415e-03, Br-79(n.g), (n.g)
    560.680,   1.415e-03, Br-79(n.g), (n.g)
    422.157,   1.396e-03, Br-79(n.g), (n.g)
    240.089,   1.338e-03, Br-79(n.g), (n.g)
    594.910,   1.338e-03, Br-79(n.g), (n.g)
   1051.540,   1.300e-03, Br-79(n.g), (n.g)
   7620.650,   1.300e-03, Br-79(n.g), (n.g)
    190.593,   1.281e-03, Br-79(n.g), (n.g)
    707.406,   1.281e-03, Br-79(n.g), (n.g)
     99.168,   1.205e-03, Br-79(n.g), (n.g)
    382.070,   1.185e-03, Br-79(n.g), (n.g)
   7635.590,   1.166e-03, Br-79(n.g), (n.g)
    276.150,   1.147e-03, Br-79(n.g), (n.g)
    583.174,   1.147e-03, Br-79(n.g), (n.g)
    819.120,   1.147e-03, Br-79(n.g), (n.g)
   7891.990,   1.147e-03, Br-79(n.g), (n.g)
    921.690,   1.052e-03, Br-79(n.g), (n.g)
    136.764,   1.033e-03, Br-79(n.g), (n.g)
    312.249,   1.033e-03, Br-79(n.g), (n.g)
    643.203,   1.033e-03, Br-79(n.g), (n.g)
    247.493,   9.943e-04, Br-79(n.g), (n.g)
    924.060,   9.943e-04, Br-79(n.g), (n.g)
   6826.900,   9.943e-04, Br-79(n.g), (n.g)
    865.590,   9.751e-04, Br-79(n.g), (n.g)
    358.496,   9.560e-04, Br-79(n.g), (n.g)
    436.271,   9.560e-04, Br-79(n.g), (n.g)
    567.361,   9.560e-04, Br-79(n.g), (n.g)
   6984.030,   9.178e-04, Br-79(n.g), (n.g)
    192.995,   8.987e-04, Br-79(n.g), (n.g)
    262.168,   8.987e-04, Br-79(n.g), (n.g)
    361.878,   8.795e-04, Br-79(n.g), (n.g)
    494.204,   8.413e-04, Br-79(n.g), (n.g)
    190.604,   8.222e-04, Br-79(n.g), (n.g)
    357.381,   8.222e-04, Br-79(n.g), (n.g)
   7560.620,   8.222e-04, Br-79(n.g), (n.g)
    504.431,   8.031e-04, Br-79(n.g), (n.g)
    181.589,   7.648e-04, Br-79(n.g), (n.g)
    221.511,   7.648e-04, Br-79(n.g), (n.g)
   7160.920,   7.648e-04, Br-79(n.g), (n.g)
     43.609,   7.266e-04, Br-79(n.g), (n.g)
     80.579,   7.266e-04, Br-79(n.g), (n.g)
    960.258,   7.266e-04, Br-79(n.g), (n.g)
    104.439,   7.075e-04, Br-79(n.g), (n.g)
    105.326,   7.075e-04, Br-79(n.g), (n.g)
    255.421,   7.075e-04, Br-79(n.g), (n.g)
    888.000,   7.075e-04, Br-79(n.g), (n.g)
    364.544,   6.883e-04, Br-79(n.g), (n.g)
    247.732,   6.692e-04, Br-79(n.g), (n.g)
    445.759,   6.692e-04, Br-79(n.g), (n.g)
    502.736,   6.692e-04, Br-79(n.g), (n.g)
   1272.990,   6.692e-04, Br-79(n.g), (n.g)
    110.174,   6.501e-04, Br-79(n.g), (n.g)
    346.591,   6.501e-04, Br-79(n.g), (n.g)
    464.254,   6.501e-04, Br-79(n.g), (n.g)
    931.020,   6.310e-04, Br-79(n.g), (n.g)
    419.333,   5.927e-04, Br-79(n.g), (n.g)
    254.015,   5.736e-04, Br-79(n.g), (n.g)
    967.520,   5.736e-04, Br-79(n.g), (n.g)
     75.916,   5.545e-04, Br-79(n.g), (n.g)
     90.639,   5.545e-04, Br-79(n.g), (n.g)
    137.557,   5.545e-04, Br-79(n.g), (n.g)
    393.000,   5.354e-04, Br-79(n.g), (n.g)
     74.444,   5.163e-04, Br-79(n.g), (n.g)
    423.372,   5.163e-04, Br-79(n.g), (n.g)
    277.092,   4.971e-04, Br-79(n.g), (n.g)
    305.270,   4.971e-04, Br-79(n.g), (n.g)
    191.582,   4.780e-04, Br-79(n.g), (n.g)
   7342.490,   4.780e-04, Br-79(n.g), (n.g)
     95.231,   4.398e-04, Br-79(n.g), (n.g)
    233.390,   4.398e-04, Br-79(n.g), (n.g)
    297.730,   4.398e-04, Br-79(n.g), (n.g)
    395.647,   4.398e-04, Br-79(n.g), (n.g)
    399.746,   4.398e-04, Br-79(n.g), (n.g)
    127.599,   4.207e-04, Br-79(n.g), (n.g)
    176.820,   4.207e-04, Br-79(n.g), (n.g)
     50.402,   4.015e-04, Br-79(n.g), (n.g)
    112.426,   3.824e-04, Br-79(n.g), (n.g)
    257.779,   3.824e-04, Br-79(n.g), (n.g)
    589.276,   3.824e-04, Br-79(n.g), (n.g)
    137.578,   3.633e-04, Br-79(n.g), (n.g)
    187.980,   3.633e-04, Br-79(n.g), (n.g)
    303.033,   3.633e-04, Br-79(n.g), (n.g)
    223.200,   3.250e-04, Br-79(n.g), (n.g)
    140.858,   3.059e-04, Br-79(n.g), (n.g)
    143.403,   3.059e-04, Br-79(n.g), (n.g)
    170.297,   3.059e-04, Br-79(n.g), (n.g)
    285.255,   3.059e-04, Br-79(n.g), (n.g)
    341.216,   3.059e-04, Br-79(n.g), (n.g)
    106.732,   2.868e-04, Br-79(n.g), (n.g)
     88.812,   2.677e-04, Br-79(n.g), (n.g)
    222.710,   2.677e-04, Br-79(n.g), (n.g)
    437.500,   2.677e-04, Br-79(n.g), (n.g)
    182.830,   2.486e-04, Br-79(n.g), (n.g)
    187.201,   2.486e-04, Br-79(n.g), (n.g)
    227.771,   2.486e-04, Br-79(n.g), (n.g)
    238.328,   2.486e-04, Br-79(n.g), (n.g)
    255.005,   2.486e-04, Br-79(n.g), (n.g)
    119.606,   2.352e-04, Br-79(n.g), (n.g)
    153.998,   2.294e-04, Br-79(n.g), (n.g)
    204.551,   2.294e-04, Br-79(n.g), (n.g)
    256.501,   2.294e-04, Br-79(n.g), (n.g)
    210.880,   2.103e-04, Br-79(n.g), (n.g)
    161.482,   1.912e-04, Br-79(n.g), (n.g)
    187.690,   1.912e-04, Br-79(n.g), (n.g)
    823.100,   1.912e-04, Br-79(n.g), (n.g)
    138.990,   1.721e-04, Br-79(n.g), (n.g)
    156.485,   1.721e-04, Br-79(n.g), (n.g)
    184.071,   1.721e-04, Br-79(n.g), (n.g)
     63.932,   1.530e-04, Br-79(n.g), (n.g)
    111.003,   1.530e-04, Br-79(n.g), (n.g)
    117.220,   1.530e-04, Br-79(n.g), (n.g)
    158.750,   1.530e-04, Br-79(n.g), (n.g)
