Ge-74(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
   2402.700,   4.000e-03,Ge-74(n.n'g), (n.n'g)
   1509.660,   3.800e-03,Ge-74(n.n'g), (n.n'g)
    972.380,   3.000e-03,Ge-74(n.n'g), (n.n'g)
   1021.900,   3.000e-03,Ge-74(n.n'g), (n.n'g)
   1205.880,   3.000e-03,Ge-74(n.n'g), (n.n'g)
   1829.860,   3.000e-03,Ge-74(n.n'g), (n.n'g)
   2098.000,   3.000e-03,Ge-74(n.n'g), (n.n'g)
    604.210,   2.500e-03,Ge-74(n.n'g), (n.n'g)
    667.800,   2.500e-03,Ge-74(n.n'g), (n.n'g)
   1756.700,   2.500e-03,Ge-74(n.n'g), (n.n'g)
   2973.100,   2.500e-03,Ge-74(n.n'g), (n.n'g)
    639.100,   2.400e-03,Ge-74(n.n'g), (n.n'g)
    497.620,   2.000e-03,Ge-74(n.n'g), (n.n'g)
    663.200,   2.000e-03,Ge-74(n.n'g), (n.n'g)
    784.300,   2.000e-03,Ge-74(n.n'g), (n.n'g)
    808.230,   2.000e-03,Ge-74(n.n'g), (n.n'g)
    883.250,   2.000e-03,Ge-74(n.n'g), (n.n'g)
   1384.110,   2.000e-03,Ge-74(n.n'g), (n.n'g)
   1546.400,   2.000e-03,Ge-74(n.n'g), (n.n'g)
   1844.620,   2.000e-03,Ge-74(n.n'g), (n.n'g)
   2154.600,   2.000e-03,Ge-74(n.n'g), (n.n'g)
   2580.070,   2.000e-03,Ge-74(n.n'g), (n.n'g)
   2603.600,   2.000e-03,Ge-74(n.n'g), (n.n'g)
    770.212,   1.600e-03,Ge-74(n.n'g), (n.n'g)
    939.230,   1.600e-03,Ge-74(n.n'g), (n.n'g)
    712.800,   1.500e-03,Ge-74(n.n'g), (n.n'g)
    734.170,   1.500e-03,Ge-74(n.n'g), (n.n'g)
   1570.260,   1.500e-03,Ge-74(n.n'g), (n.n'g)
   1651.800,   1.500e-03,Ge-74(n.n'g), (n.n'g)
   2260.000,   1.500e-03,Ge-74(n.n'g), (n.n'g)
   1135.900,   1.400e-03,Ge-74(n.n'g), (n.n'g)
   1443.380,   1.400e-03,Ge-74(n.n'g), (n.n'g)
   1794.300,   1.200e-03,Ge-74(n.n'g), (n.n'g)
    233.395,   1.000e-03,Ge-74(n.n'g), (n.n'g)
    839.152,   1.000e-03,Ge-74(n.n'g), (n.n'g)
    850.640,   1.000e-03,Ge-74(n.n'g), (n.n'g)
   1414.400,   1.000e-03,Ge-74(n.n'g), (n.n'g)
   1596.000,   1.000e-03,Ge-74(n.n'g), (n.n'g)
   1721.300,   1.000e-03,Ge-74(n.n'g), (n.n'g)
   1744.900,   1.000e-03,Ge-74(n.n'g), (n.n'g)
   2999.000,   1.000e-03,Ge-74(n.n'g), (n.n'g)
   1478.200,   9.000e-04,Ge-74(n.n'g), (n.n'g)
   1676.770,   9.000e-04,Ge-74(n.n'g), (n.n'g)
   1640.800,   8.000e-04,Ge-74(n.n'g), (n.n'g)
    942.470,   7.000e-04,Ge-74(n.n'g), (n.n'g)
   1675.600,   7.000e-04,Ge-74(n.n'g), (n.n'g)
    545.010,   6.000e-04,Ge-74(n.n'g), (n.n'g)
   1654.100,   5.000e-04,Ge-74(n.n'g), (n.n'g)
   1971.000,   5.000e-04,Ge-74(n.n'g), (n.n'g)
   2438.450,   5.000e-04,Ge-74(n.n'g), (n.n'g)
    531.650,   4.000e-04,Ge-74(n.n'g), (n.n'g)
   1233.230,   3.000e-04,Ge-74(n.n'g), (n.n'g)
    468.110,          NA,Ge-74(n.n'g), (n.n'g)
    975.100,          NA,Ge-74(n.n'g), (n.n'g)
