Zr-94(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
   1198.250,   4.828e-01, Zr-94(n.g), (n.g)
   1054.750,   4.253e-01, Zr-94(n.g), (n.g)
   1892.900,   3.908e-01, Zr-94(n.g), (n.g)
    953.770,   3.448e-01, Zr-94(n.g), (n.g)
   4104.300,   3.333e-01, Zr-94(n.g), (n.g)
    101.170,   2.989e-01, Zr-94(n.g), (n.g)
   6357.800,   2.989e-01, Zr-94(n.g), (n.g)
   1323.200,   2.874e-01, Zr-94(n.g), (n.g)
    939.110,   1.954e-01, Zr-94(n.g), (n.g)
   1300.100,   1.724e-01, Zr-94(n.g), (n.g)
    569.500,   1.494e-01, Zr-94(n.g), (n.g)
   1030.830,   1.494e-01, Zr-94(n.g), (n.g)
    930.200,   1.379e-01, Zr-94(n.g), (n.g)
    930.200,   1.379e-01, Zr-94(n.g), (n.g)
